id	name	description
155	FUNCTION: E2 ubiquitin-conjugating enzyme. ubiquitin-carrier-protein E2. ubiquitin-conjugating enzyme E2.	FUNCTION: E2 ubiquitin-conjugating enzyme. ubiquitin-carrier-protein E2. ubiquitin-conjugating enzyme E2. The E2 ubiquitin-conjugating enzyme acquires the activated ubquitin from the E1 ubiquitin-activating enzyme (EC 6.2.1.45) and binds it via a transthioesterification reaction to itself. In the human enzyme the catalytic center is located at Cys-87 where ubiquitin is bound via its C-terminal glycine in a thioester linkage. Formerly EC 6.3.2.19.
156	FUNCTION: shikimate kinase. 	FUNCTION: shikimate kinase.  
157	FUNCTION: Transferred entry: 7.1.2.2. 	FUNCTION: Transferred entry: 7.1.2.2.  
158	FUNCTION: aspartate transaminase. aspartate aminotransferase. glutamic--aspartic transaminase. glutamic--oxaloacetic transaminase. transaminase A.	FUNCTION: aspartate transaminase. aspartate aminotransferase. glutamic--aspartic transaminase. glutamic--oxaloacetic transaminase. transaminase A. Also acts on L-tyrosine, L-phenylalanine and L-tryptophan. This activity can be formed from EC 2.6.1.57 by controlled proteolysis.
159	FUNCTION: complement subcomponent C1r. 	FUNCTION: complement subcomponent C1r.  Activates C1s by proteolytic cleavage so that it can, in turn, activate C2 and C4. Activated from proenzyme C1r in plasma by autocatalytic mechanism during activation of the complement system by the 'classical' route. Belongs to peptidase family S1.
160	FUNCTION: arginine decarboxylase. L-arginine carboxy-lyase.	FUNCTION: arginine decarboxylase. L-arginine carboxy-lyase. 
161	FUNCTION: anthranilate phosphoribosyltransferase. phosphoribosyl-anthranilate diphosphorylase. phosphoribosyl-anthranilate pyrophosphorylase.	FUNCTION: anthranilate phosphoribosyltransferase. phosphoribosyl-anthranilate diphosphorylase. phosphoribosyl-anthranilate pyrophosphorylase. In some organisms, this enzyme is part of a multifunctional protein together with one or more components of the system for biosynthesis of tryptophan (EC 4.1.1.48, EC 4.1.3.27, EC 4.2.1.20 and EC 5.3.1.24).
162	FUNCTION: superoxide dismutase. 	FUNCTION: superoxide dismutase.  
163	FUNCTION: aspartate--tRNA ligase. aspartic acid translase. aspartyl-tRNA synthetase.	FUNCTION: aspartate--tRNA ligase. aspartic acid translase. aspartyl-tRNA synthetase. 
164	FUNCTION: mitogen-activated protein kinase kinase kinase. MAP3K. MAP kinase kinase kinase. MAPKKK. MEKK. MEK kinase. MLK-like mitogen-activated protein triple kinase. MLTK.	FUNCTION: mitogen-activated protein kinase kinase kinase. MAP3K. MAP kinase kinase kinase. MAPKKK. MEKK. MEK kinase. MLK-like mitogen-activated protein triple kinase. MLTK. This enzyme phosphorylates and activates its downstream protein kinase, EC 2.7.12.2, but requires MAPKKKK for activation. Some members of this family can be activated by p21-activated kinases (PAK/STE20) or Ras. While c-Raf and c-Mos activate the classical MAPK/ERK pathway, MEKK1 and MEKK2 preferentially activate the c-Jun N-terminal protein kinase(JNK)/stress-activated protein kinase (SAPK) pathway. Mitogen-activated protein kinase (MAPK) signal transduction pathways are among the most widespread mechanisms of cellular regulation. Mammalian MAPK pathways can be recruited by a wide variety of stimuli including hormones (e.g. insulin and growth hormone), mitogens (e.g. epidermal growth factor and platelet-derived growth factor), vasoactive peptides (e.g. angiotensin-II and endothelin), inflammatory cytokines of the tumor necrosis factor (TNF) family and environmental stresses such as osmotic shock, ionizing radiation and ischemeic injury. Formerly EC 2.7.1.37.
165	FUNCTION: 4-hydroxy-tetrahydrodipicolinate synthase. DHDPS. dihydrodipicolinate synthetase.	FUNCTION: 4-hydroxy-tetrahydrodipicolinate synthase. DHDPS. dihydrodipicolinate synthetase. The reaction can be divided into three consecutive steps: Schiff base formation with pyruvate, the addition of L-aspartate-semialdehyde, and finally transimination leading to cyclization with simultaneous dissociation of the product. The product of the enzyme was initially thought to be (S)-2,3- dihydrodipicolinate, and the enzyme was classified accordingly as EC 4.2.1.52. Later studies of the enzyme from the bacterium Escherichia coli have suggested that the actual product of the enzyme is (2S,4S)-4-hydroxy- 2,3,4,5-tetrahydrodipicolinate, and thus the enzyme has been reclassified as 4-hydroxy-tetrahydrodipicolinate synthase. However, the identity of the product is still controversial, as more recently it has been suggested that it may be (S)-2,3- dihydrodipicolinate after all. Formerly EC 4.2.1.52.
166	FUNCTION: dihydrofolate reductase. tetrahydrofolate dehydrogenase.	FUNCTION: dihydrofolate reductase. tetrahydrofolate dehydrogenase. The enzyme from animals and some micro-organisms also slowly reduces folate to 5,6,7,8-tetrahydrofolate. Formerly EC 1.5.1.4.
167	FUNCTION: leucine--tRNA ligase. leucine translase. leucyl-tRNA synthetase.	FUNCTION: leucine--tRNA ligase. leucine translase. leucyl-tRNA synthetase. 
168	FUNCTION: ADP-ribose diphosphatase. adenosine diphosphoribose pyrophosphatase. ADP-ribose phosphohydrolase. ADP-ribose pyrophosphatase. ADP-ribose ribophosphohydrolase. ADPR-PPase.	FUNCTION: ADP-ribose diphosphatase. adenosine diphosphoribose pyrophosphatase. ADP-ribose phosphohydrolase. ADP-ribose pyrophosphatase. ADP-ribose ribophosphohydrolase. ADPR-PPase. 
169	FUNCTION: acetate kinase. acetate kinase (phosphorylating). acetic kinase. acetokinase. AK.	FUNCTION: acetate kinase. acetate kinase (phosphorylating). acetic kinase. acetokinase. AK. While purified enzyme from Escherichia coli is specific for acetate, others have found that the enzyme can also use propanoate as a substrate, but more slowly. Acetate can be converted into the key metabolic intermediate acetyl- CoA by coupling acetate kinase with EC 2.3.1.8. Both this enzyme and EC 2.7.2.15 play important roles in the production of propanoate.
170	FUNCTION: dihydroneopterin aldolase. 2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8- dihydropteridine glycolaldehyde-lyase. 7,8-dihydroneopterin aldolase.	FUNCTION: dihydroneopterin aldolase. 2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8- dihydropteridine glycolaldehyde-lyase. 7,8-dihydroneopterin aldolase. The enzyme participates in folate (in bacteria, plants and fungi) and methanopterin (in archaea) biosynthesis. The enzymes from the bacterium Escherichia coli and the plant Arabidopsis thaliana also catalyze the epimerisation of the 2' hydroxy-group (EC 5.1.99.8). The enzyme from the bacterium Mycobacterium tuberculosis is trifunctional and also catalyzes EC 5.1.99.8 and EC 1.13.11.81. The enzyme from the yeast Saccharomyces cerevisiae also catalyzes the two subsequent steps in the folate biosynthesis pathway - EC 2.7.6.3 and EC 2.5.1.15.
171	FUNCTION: tRNA-intron lyase. tRNA splicing endonuclease.	FUNCTION: tRNA-intron lyase. tRNA splicing endonuclease. The enzyme catalyzes the final stage in the maturation of tRNA molecules. Formerly EC 3.1.27.9.
172	FUNCTION: methionine synthase. 5-methyltetrahydrofolate--homocysteine S-methyltransferase. 5-methyltetrahydrofolate--homocysteine transmethylase. B12 N(5)-methyltetrahydrofolate homocysteine methyltransferase. cobalamin-dependent methionine synthase. methionine synthase (cobalamin-dependent). methionine synthetase. methyltetrahydrofolate--homocysteine vitamin B12 methyltransferase. N(5)-methyltetrahydrofolate--homocysteine cobalamin methyltransferase. N(5)-methyltetrahydrofolate methyltransferase. N(5)-methyltetrahydrofolic--homocysteine vitamin B12 transmethylase. N-methyltetrahydrofolate:L-homocysteine methyltransferase. tetrahydrofolate methyltransferase. tetrahydropteroylglutamate methyltransferase. tetrahydropteroylglutamic methyltransferase. vitamin B12 methyltransferase.	FUNCTION: methionine synthase. 5-methyltetrahydrofolate--homocysteine S-methyltransferase. 5-methyltetrahydrofolate--homocysteine transmethylase. B12 N(5)-methyltetrahydrofolate homocysteine methyltransferase. cobalamin-dependent methionine synthase. methionine synthase (cobalamin-dependent). methionine synthetase. methyltetrahydrofolate--homocysteine vitamin B12 methyltransferase. N(5)-methyltetrahydrofolate--homocysteine cobalamin methyltransferase. N(5)-methyltetrahydrofolate methyltransferase. N(5)-methyltetrahydrofolic--homocysteine vitamin B12 transmethylase. N-methyltetrahydrofolate:L-homocysteine methyltransferase. tetrahydrofolate methyltransferase. tetrahydropteroylglutamate methyltransferase. tetrahydropteroylglutamic methyltransferase. vitamin B12 methyltransferase. The enzyme becomes inactivated occasionally during its cycle by oxidation of Co(I) to Co(II). Reactivation by reductive methylation is catalyzed by the enzyme itself, with S-adenosyl-L-methionine as the methyl donor and a reducing system. For the mammalian enzyme, the reducing system involves NADPH and EC 1.16.1.8. In bacteria, the reducing agent is flavodoxin, and no further catalyst is needed (the flavodoxin is kept in the reduced state by NADPH and EC 1.18.1.2). Acts on the monoglutamate as well as the triglutamate folate, in contrast with EC 2.1.1.14, which acts only on the triglutamate.
173	FUNCTION: dTMP kinase. thymidylate kinase. thymidylic acid kinase. TMPK.	FUNCTION: dTMP kinase. thymidylate kinase. thymidylic acid kinase. TMPK. 
174	FUNCTION: fructose-bisphosphate aldolase. aldolase. D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase. fructose-1,6-bisphosphate triosephosphate-lyase.	FUNCTION: fructose-bisphosphate aldolase. aldolase. D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase. fructose-1,6-bisphosphate triosephosphate-lyase. Also acts on (3S,4R)-ketose 1-phosphates. The enzymes increase electron-attraction by the carbonyl group, some (Class I) forming a protonated imine with it, others (Class II), mainly of microbial origin, polarizing it with a metal ion, e.g. zinc. Formerly EC 4.1.2.7.
175	FUNCTION: phospholipase A2. lecithinase A. phosphatidase. phosphatidolipase. phosphatidylcholine 2-acylhydrolase.	FUNCTION: phospholipase A2. lecithinase A. phosphatidase. phosphatidolipase. phosphatidylcholine 2-acylhydrolase. Also acts on phosphatidylethanolamine, choline plasmalogen and phosphatides, removing the fatty acid attached to the 2-position.
176	FUNCTION: beta-N-acetylhexosaminidase. beta-hexosaminidase. hexosaminidase. N-acetyl-beta-glucosaminidase.	FUNCTION: beta-N-acetylhexosaminidase. beta-hexosaminidase. hexosaminidase. N-acetyl-beta-glucosaminidase. Acts on N-acetylglucosides and N-acetylgalactosides. Formerly EC 3.2.1.29 and EC 3.2.1.30.
177	FUNCTION: homoserine dehydrogenase. 	FUNCTION: homoserine dehydrogenase.  The enzyme from Saccharomyces cerevisiae acts most rapidly with NAD(+); the Neurospora enzyme with NADP(+). The enzyme from Escherichia coli is a multifunctional protein, which also catalyzes the reaction of EC 2.7.2.4.
178	FUNCTION: carbonic anhydrase. carbonate dehydratase. carbonate hydro-lyase. carbonic dehydratase.	FUNCTION: carbonic anhydrase. carbonate dehydratase. carbonate hydro-lyase. carbonic dehydratase. The enzyme catalyzes the reversible hydration of gaseous CO2 to carbonic acid, which spontaneously converts to hydrogencarbonate under neutral pH. It is widespread and found in archaea, bacteria, and eukaryotes. Three distinct classes exist, and appear to have evolved independently.
179	FUNCTION: carboxypeptidase Taq. carboxypeptidase 1.	FUNCTION: carboxypeptidase Taq. carboxypeptidase 1. Most active at 80 degrees Celsius. Belongs to peptidase family M32.
180	FUNCTION: HECT-type E3 ubiquitin transferase. HECT E3 ligase. ubiquitin transferase HECT-E3.	FUNCTION: HECT-type E3 ubiquitin transferase. HECT E3 ligase. ubiquitin transferase HECT-E3. In the first step the enzyme transfers ubiquitin from the E2 ubiquitin-conjugating enzyme (EC 2.3.2.23) to a cysteine residue in its HECT domain (which is located in the C-terminal region), forming a thioester bond. In a subsequent step the enzyme transfers the ubiquitin to an acceptor protein, resulting in the formation of an isopeptide bond between the C-terminal glycine residue of ubiquitin and the epsilon- amino group of an L-lysine residue of the acceptor protein. Cf. EC 2.3.2.27 and EC 2.3.2.31.
181	FUNCTION: alpha-mannosidase. 	FUNCTION: alpha-mannosidase.  Also hydrolyzes alpha-D-lyxosides and heptopyranosides with the same configuration at C-2, C-3 and C-4 as mannose.
182	FUNCTION: hydroxyisourate hydrolase. 5-hydroxyisourate hydrolase. HIUHase.	FUNCTION: hydroxyisourate hydrolase. 5-hydroxyisourate hydrolase. HIUHase. The reaction is the first stage in the conversion of 5-hydroxyisourate into (S)-allantoin. This reaction will also occur spontaneously, but more slowly.
183	FUNCTION: diphosphomevalonate decarboxylase. mevalonate diphosphate decarboxylase. mevalonate pyrophosphate decarboxylase.	FUNCTION: diphosphomevalonate decarboxylase. mevalonate diphosphate decarboxylase. mevalonate pyrophosphate decarboxylase. 
184	FUNCTION: deoxyribonuclease IV. deoxyribonuclease IV (phage T4-induced). endodeoxyribonuclease IV (phage T4-induced). endonuclease II. endonuclease IV.	FUNCTION: deoxyribonuclease IV. deoxyribonuclease IV (phage T4-induced). endodeoxyribonuclease IV (phage T4-induced). endonuclease II. endonuclease IV. The enzyme is an apurinic/apyrimidinic (AP) site endonuclease that primes DNA repair synthesis at AP sites. It specifically cleaves the DNA backbone at AP sites and also removes 3' DNA-blocking groups such as 3' phosphates, 3' phosphoglycolates, and 3' alpha,beta-unsaturated aldehydes that arise from oxidative base damage and the activity of combined glycosylase/lyase enzymes. It is also the only known repair enzyme that is able to cleave the DNA backbone 5' of the oxidative lesion alpha-deoxyadenosine. The enzyme has a strong preference for single-stranded DNA. Formerly EC 3.1.4.30.
185	FUNCTION: fructose-bisphosphatase. fructose 1,6-bisphosphatase. hexose diphosphatase.	FUNCTION: fructose-bisphosphatase. fructose 1,6-bisphosphatase. hexose diphosphatase. The animal enzyme also acts on sedoheptulose 1,7-bisphosphate.
186	FUNCTION: alanine racemase. 	FUNCTION: alanine racemase.  
187	FUNCTION: 3',5'-cyclic-nucleotide phosphodiesterase. cyclic AMP phosphodiesterase.	FUNCTION: 3',5'-cyclic-nucleotide phosphodiesterase. cyclic AMP phosphodiesterase. Acts on 3',5'-cyclic AMP, 3',5'-cyclic dAMP, 3',5'-cyclic IMP, 3',5'-cyclic GMP and 3',5'-cyclic CMP.
188	FUNCTION: adenylosuccinate lyase. adenylosuccinase. succino AMP-lyase.	FUNCTION: adenylosuccinate lyase. adenylosuccinase. succino AMP-lyase. Also acts on 1-(5-phosphoribosyl)-4-(N-succinocarboxamide)-5- aminoimidazole.
189	FUNCTION: isopentenyl-diphosphate Delta-isomerase. IPP isomerase. isopentenylpyrophosphate Delta-isomerase. isopentenylpyrophosphate isomerase. methylbutenylpyrophosphate isomerase.	FUNCTION: isopentenyl-diphosphate Delta-isomerase. IPP isomerase. isopentenylpyrophosphate Delta-isomerase. isopentenylpyrophosphate isomerase. methylbutenylpyrophosphate isomerase. 
190	FUNCTION: proteasome endopeptidase complex. ingensin. Lens neutral proteinase. macropain. multicatalytic endopeptidase complex. multicatalytic proteinase (complex). prosome. proteasome.	FUNCTION: proteasome endopeptidase complex. ingensin. Lens neutral proteinase. macropain. multicatalytic endopeptidase complex. multicatalytic proteinase (complex). prosome. proteasome. A 20-S protein composed of 28 subunits arranged in four rings of seven. The outer rings are composed of alpha subunits, but the beta subunits forming the inner rings are responsible for peptidase activity. In eukaryotic organisms there are up to seven different types of beta subunits, three of which may carry the N-terminal threonine residues that are the nucleophiles in catalysis, and show different specificities. The molecule is barrel-shaped, and the active sites are on the inner surfaces. Terminal apertures restrict access of substrates to the active sites. Inhibited by mercurial reagents and some inhibitors of serine endopeptidases. Belongs to peptidase family T1. Formerly EC 3.4.22.21, EC 3.4.24.5 and EC 3.4.99.46.
